Node: 0 Time: 0s Ipv4ListRouting table
  Priority: 0 Protocol: ns3::Ipv4StaticRouting
Destination     Gateway         Genmask         Flags Metric Ref    Use Iface
10.0.14.0       10.0.12.2       255.255.255.0   UG    -      -      -   2
10.0.96.0       10.0.12.2       255.255.255.0   UG    -      -      -   2
10.0.97.0       10.0.12.2       255.255.255.0   UG    -      -      -   2
10.0.98.0       10.0.12.2       255.255.255.0   UG    -      -      -   2
10.0.99.0       10.0.12.2       255.255.255.0   UG    -      -      -   2
10.0.100.0      10.0.12.2       255.255.255.0   UG    -      -      -   2
10.0.101.0      10.0.12.2       255.255.255.0   UG    -      -      -   2
10.0.102.0      10.0.12.2       255.255.255.0   UG    -      -      -   2
10.0.103.0      10.0.12.2       255.255.255.0   UG    -      -      -   2
10.0.104.0      10.0.12.2       255.255.255.0   UG    -      -      -   2
10.0.105.0      10.0.12.2       255.255.255.0   UG    -      -      -   2
127.0.0.0       10.0.12.2       255.0.0.0       UG    -      -      -   2
10.0.96.0       10.0.12.2       255.255.255.0   UG    -      -      -   2
127.0.0.0       10.0.12.2       255.0.0.0       UG    -      -      -   2
10.0.97.0       10.0.12.2       255.255.255.0   UG    -      -      -   2
127.0.0.0       10.0.12.2       255.0.0.0       UG    -      -      -   2
10.0.98.0       10.0.12.2       255.255.255.0   UG    -      -      -   2
127.0.0.0       10.0.12.2       255.0.0.0       UG    -      -      -   2
10.0.99.0       10.0.12.2       255.255.255.0   UG    -      -      -   2
127.0.0.0       10.0.12.2       255.0.0.0       UG    -      -      -   2
10.0.100.0      10.0.12.2       255.255.255.0   UG    -      -      -   2
127.0.0.0       10.0.12.2       255.0.0.0       UG    -      -      -   2
10.0.101.0      10.0.12.2       255.255.255.0   UG    -      -      -   2
127.0.0.0       10.0.12.2       255.0.0.0       UG    -      -      -   2
10.0.102.0      10.0.12.2       255.255.255.0   UG    -      -      -   2
127.0.0.0       10.0.12.2       255.0.0.0       UG    -      -      -   2
10.0.103.0      10.0.12.2       255.255.255.0   UG    -      -      -   2
127.0.0.0       10.0.12.2       255.0.0.0       UG    -      -      -   2
10.0.104.0      10.0.12.2       255.255.255.0   UG    -      -      -   2
127.0.0.0       10.0.12.2       255.0.0.0       UG    -      -      -   2
10.0.105.0      10.0.12.2       255.255.255.0   UG    -      -      -   2
127.0.0.0       10.0.12.2       255.0.0.0       UG    -      -      -   2
10.0.14.0       10.0.15.2       255.255.255.0   UG    -      -      -   3
10.0.15.0       10.0.15.2       255.255.255.0   UG    -      -      -   3
10.0.106.0      10.0.15.2       255.255.255.0   UG    -      -      -   3
10.0.107.0      10.0.15.2       255.255.255.0   UG    -      -      -   3
10.0.108.0      10.0.15.2       255.255.255.0   UG    -      -      -   3
10.0.109.0      10.0.15.2       255.255.255.0   UG    -      -      -   3
10.0.110.0      10.0.15.2       255.255.255.0   UG    -      -      -   3
10.0.111.0      10.0.15.2       255.255.255.0   UG    -      -      -   3
10.0.112.0      10.0.15.2       255.255.255.0   UG    -      -      -   3
10.0.113.0      10.0.15.2       255.255.255.0   UG    -      -      -   3
10.0.114.0      10.0.15.2       255.255.255.0   UG    -      -      -   3
10.0.115.0      10.0.15.2       255.255.255.0   UG    -      -      -   3
127.0.0.0       10.0.15.2       255.0.0.0       UG    -      -      -   3
10.0.106.0      10.0.15.2       255.255.255.0   UG    -      -      -   3
127.0.0.0       10.0.15.2       255.0.0.0       UG    -      -      -   3
10.0.107.0      10.0.15.2       255.255.255.0   UG    -      -      -   3
127.0.0.0       10.0.15.2       255.0.0.0       UG    -      -      -   3
10.0.108.0      10.0.15.2       255.255.255.0   UG    -      -      -   3
127.0.0.0       10.0.15.2       255.0.0.0       UG    -      -      -   3
10.0.109.0      10.0.15.2       255.255.255.0   UG    -      -      -   3
127.0.0.0       10.0.15.2       255.0.0.0       UG    -      -      -   3
10.0.110.0      10.0.15.2       255.255.255.0   UG    -      -      -   3
127.0.0.0       10.0.15.2       255.0.0.0       UG    -      -      -   3
10.0.111.0      10.0.15.2       255.255.255.0   UG    -      -      -   3
127.0.0.0       10.0.15.2       255.0.0.0       UG    -      -      -   3
10.0.112.0      10.0.15.2       255.255.255.0   UG    -      -      -   3
127.0.0.0       10.0.15.2       255.0.0.0       UG    -      -      -   3
10.0.113.0      10.0.15.2       255.255.255.0   UG    -      -      -   3
127.0.0.0       10.0.15.2       255.0.0.0       UG    -      -      -   3
10.0.114.0      10.0.15.2       255.255.255.0   UG    -      -      -   3
127.0.0.0       10.0.15.2       255.0.0.0       UG    -      -      -   3
10.0.115.0      10.0.15.2       255.255.255.0   UG    -      -      -   3
127.0.0.0       10.0.15.2       255.0.0.0       UG    -      -      -   3
10.0.86.0       10.0.86.2       255.255.255.0   UG    -      -      -   4
127.0.0.0       10.0.86.2       255.0.0.0       UG    -      -      -   4
10.0.87.0       10.0.87.2       255.255.255.0   UG    -      -      -   5
127.0.0.0       10.0.87.2       255.0.0.0       UG    -      -      -   5
10.0.88.0       10.0.88.2       255.255.255.0   UG    -      -      -   6
127.0.0.0       10.0.88.2       255.0.0.0       UG    -      -      -   6
10.0.89.0       10.0.89.2       255.255.255.0   UG    -      -      -   7
127.0.0.0       10.0.89.2       255.0.0.0       UG    -      -      -   7
10.0.90.0       10.0.90.2       255.255.255.0   UG    -      -      -   8
127.0.0.0       10.0.90.2       255.0.0.0       UG    -      -      -   8
10.0.91.0       10.0.91.2       255.255.255.0   UG    -      -      -   9
127.0.0.0       10.0.91.2       255.0.0.0       UG    -      -      -   9
10.0.92.0       10.0.92.2       255.255.255.0   UG    -      -      -   10
127.0.0.0       10.0.92.2       255.0.0.0       UG    -      -      -   10
10.0.93.0       10.0.93.2       255.255.255.0   UG    -      -      -   11
127.0.0.0       10.0.93.2       255.0.0.0       UG    -      -      -   11
10.0.94.0       10.0.94.2       255.255.255.0   UG    -      -      -   12
127.0.0.0       10.0.94.2       255.0.0.0       UG    -      -      -   12
10.0.95.0       10.0.95.2       255.255.255.0   UG    -      -      -   13
127.0.0.0       10.0.95.2       255.0.0.0       UG    -      -      -   13

Node: 8 Time: 0s Ipv4ListRouting table
  Priority: 0 Protocol: ns3::Ipv4StaticRouting
Destination     Gateway         Genmask         Flags Metric Ref    Use Iface
127.0.0.0       0.0.0.0         255.0.0.0       U     0      -      -   0
10.0.12.0       0.0.0.0         255.255.255.0   U     0      -      -   1
10.0.13.0       0.0.0.0         255.255.255.0   U     0      -      -   2
10.0.14.0       0.0.0.0         255.255.255.0   U     0      -      -   3
10.0.96.0       0.0.0.0         255.255.255.0   U     0      -      -   4
10.0.97.0       0.0.0.0         255.255.255.0   U     0      -      -   5
10.0.98.0       0.0.0.0         255.255.255.0   U     0      -      -   6
10.0.99.0       0.0.0.0         255.255.255.0   U     0      -      -   7
10.0.100.0      0.0.0.0         255.255.255.0   U     0      -      -   8
10.0.101.0      0.0.0.0         255.255.255.0   U     0      -      -   9
10.0.102.0      0.0.0.0         255.255.255.0   U     0      -      -   10
10.0.103.0      0.0.0.0         255.255.255.0   U     0      -      -   11
10.0.104.0      0.0.0.0         255.255.255.0   U     0      -      -   12
10.0.105.0      0.0.0.0         255.255.255.0   U     0      -      -   13
  Priority: -10 Protocol: ns3::Ipv4GlobalRouting
Destination     Gateway         Genmask         Flags Metric Ref    Use Iface
10.0.11.2       10.0.12.1       255.255.255.255 UH    -      -      -   1
10.0.12.1       10.0.12.1       255.255.255.255 UH    -      -      -   1
10.0.15.1       10.0.12.1       255.255.255.255 UH    -      -      -   1
10.0.86.1       10.0.12.1       255.255.255.255 UH    -      -      -   1
10.0.87.1       10.0.12.1       255.255.255.255 UH    -      -      -   1
10.0.88.1       10.0.12.1       255.255.255.255 UH    -      -      -   1
10.0.89.1       10.0.12.1       255.255.255.255 UH    -      -      -   1
10.0.90.1       10.0.12.1       255.255.255.255 UH    -      -      -   1
10.0.91.1       10.0.12.1       255.255.255.255 UH    -      -      -   1
10.0.92.1       10.0.12.1       255.255.255.255 UH    -      -      -   1
10.0.93.1       10.0.12.1       255.255.255.255 UH    -      -      -   1
10.0.94.1       10.0.12.1       255.255.255.255 UH    -      -      -   1
10.0.95.1       10.0.12.1       255.255.255.255 UH    -      -      -   1
10.0.9.2        10.0.13.1       255.255.255.255 UH    -      -      -   2
10.0.10.2       10.0.13.1       255.255.255.255 UH    -      -      -   2
10.0.13.1       10.0.13.1       255.255.255.255 UH    -      -      -   2
10.0.76.1       10.0.13.1       255.255.255.255 UH    -      -      -   2
10.0.77.1       10.0.13.1       255.255.255.255 UH    -      -      -   2
10.0.78.1       10.0.13.1       255.255.255.255 UH    -      -      -   2
10.0.79.1       10.0.13.1       255.255.255.255 UH    -      -      -   2
10.0.80.1       10.0.13.1       255.255.255.255 UH    -      -      -   2
10.0.81.1       10.0.13.1       255.255.255.255 UH    -      -      -   2
10.0.82.1       10.0.13.1       255.255.255.255 UH    -      -      -   2
10.0.83.1       10.0.13.1       255.255.255.255 UH    -      -      -   2
10.0.84.1       10.0.13.1       255.255.255.255 UH    -      -      -   2
10.0.85.1       10.0.13.1       255.255.255.255 UH    -      -      -   2
10.0.14.2       10.0.14.2       255.255.255.255 UH    -      -      -   3
10.0.15.2       10.0.14.2       255.255.255.255 UH    -      -      -   3
10.0.106.1      10.0.14.2       255.255.255.255 UH    -      -      -   3
10.0.107.1      10.0.14.2       255.255.255.255 UH    -      -      -   3
10.0.108.1      10.0.14.2       255.255.255.255 UH    -      -      -   3
10.0.109.1      10.0.14.2       255.255.255.255 UH    -      -      -   3
10.0.110.1      10.0.14.2       255.255.255.255 UH    -      -      -   3
10.0.111.1      10.0.14.2       255.255.255.255 UH    -      -      -   3
10.0.112.1      10.0.14.2       255.255.255.255 UH    -      -      -   3
10.0.113.1      10.0.14.2       255.255.255.255 UH    -      -      -   3
10.0.114.1      10.0.14.2       255.255.255.255 UH    -      -      -   3
10.0.115.1      10.0.14.2       255.255.255.255 UH    -      -      -   3
10.0.96.2       10.0.96.2       255.255.255.255 UH    -      -      -   4
10.0.97.2       10.0.97.2       255.255.255.255 UH    -      -      -   5
10.0.98.2       10.0.98.2       255.255.255.255 UH    -      -      -   6
10.0.99.2       10.0.99.2       255.255.255.255 UH    -      -      -   7
10.0.100.2      10.0.100.2      255.255.255.255 UH    -      -      -   8
10.0.101.2      10.0.101.2      255.255.255.255 UH    -      -      -   9
10.0.102.2      10.0.102.2      255.255.255.255 UH    -      -      -   10
10.0.103.2      10.0.103.2      255.255.255.255 UH    -      -      -   11
10.0.104.2      10.0.104.2      255.255.255.255 UH    -      -      -   12
10.0.105.2      10.0.105.2      255.255.255.255 UH    -      -      -   13
10.0.2.2        10.0.12.1       255.255.255.255 UH    -      -      -   1
10.0.2.2        10.0.13.1       255.255.255.255 UH    -      -      -   2
10.0.7.1        10.0.12.1       255.255.255.255 UH    -      -      -   1
10.0.7.1        10.0.13.1       255.255.255.255 UH    -      -      -   2
10.0.8.1        10.0.12.1       255.255.255.255 UH    -      -      -   1
10.0.8.1        10.0.13.1       255.255.255.255 UH    -      -      -   2
10.0.10.1       10.0.12.1       255.255.255.255 UH    -      -      -   1
10.0.10.1       10.0.13.1       255.255.255.255 UH    -      -      -   2
10.0.11.1       10.0.12.1       255.255.255.255 UH    -      -      -   1
10.0.11.1       10.0.13.1       255.255.255.255 UH    -      -      -   2
10.0.46.1       10.0.12.1       255.255.255.255 UH    -      -      -   1
10.0.46.1       10.0.13.1       255.255.255.255 UH    -      -      -   2
10.0.47.1       10.0.12.1       255.255.255.255 UH    -      -      -   1
10.0.47.1       10.0.13.1       255.255.255.255 UH    -      -      -   2
10.0.48.1       10.0.12.1       255.255.255.255 UH    -      -      -   1
10.0.48.1       10.0.13.1       255.255.255.255 UH    -      -      -   2
10.0.49.1       10.0.12.1       255.255.255.255 UH    -      -      -   1
10.0.49.1       10.0.13.1       255.255.255.255 UH    -      -      -   2
10.0.50.1       10.0.12.1       255.255.255.255 UH    -      -      -   1
10.0.50.1       10.0.13.1       255.255.255.255 UH    -      -      -   2
10.0.51.1       10.0.12.1       255.255.255.255 UH    -      -      -   1
10.0.51.1       10.0.13.1       255.255.255.255 UH    -      -      -   2
10.0.52.1       10.0.12.1       255.255.255.255 UH    -      -      -   1
10.0.52.1       10.0.13.1       255.255.255.255 UH    -      -      -   2
10.0.53.1       10.0.12.1       255.255.255.255 UH    -      -      -   1
10.0.53.1       10.0.13.1       255.255.255.255 UH    -      -      -   2
10.0.54.1       10.0.12.1       255.255.255.255 UH    -      -      -   1
10.0.54.1       10.0.13.1       255.255.255.255 UH    -      -      -   2
10.0.55.1       10.0.12.1       255.255.255.255 UH    -      -      -   1
10.0.55.1       10.0.13.1       255.255.255.255 UH    -      -      -   2
10.0.86.2       10.0.12.1       255.255.255.255 UH    -      -      -   1
10.0.87.2       10.0.12.1       255.255.255.255 UH    -      -      -   1
10.0.88.2       10.0.12.1       255.255.255.255 UH    -      -      -   1
10.0.89.2       10.0.12.1       255.255.255.255 UH    -      -      -   1
10.0.90.2       10.0.12.1       255.255.255.255 UH    -      -      -   1
10.0.91.2       10.0.12.1       255.255.255.255 UH    -      -      -   1
10.0.92.2       10.0.12.1       255.255.255.255 UH    -      -      -   1
10.0.93.2       10.0.12.1       255.255.255.255 UH    -      -      -   1
10.0.94.2       10.0.12.1       255.255.255.255 UH    -      -      -   1
10.0.95.2       10.0.12.1       255.255.255.255 UH    -      -      -   1
10.0.5.2        10.0.13.1       255.255.255.255 UH    -      -      -   2
10.0.6.2        10.0.13.1       255.255.255.255 UH    -      -      -   2
10.0.7.2        10.0.13.1       255.255.255.255 UH    -      -      -   2
10.0.9.1        10.0.13.1       255.255.255.255 UH    -      -      -   2
10.0.66.1       10.0.13.1       255.255.255.255 UH    -      -      -   2
10.0.67.1       10.0.13.1       255.255.255.255 UH    -      -      -   2
10.0.68.1       10.0.13.1       255.255.255.255 UH    -      -      -   2
10.0.69.1       10.0.13.1       255.255.255.255 UH    -      -      -   2
10.0.70.1       10.0.13.1       255.255.255.255 UH    -      -      -   2
10.0.71.1       10.0.13.1       255.255.255.255 UH    -      -      -   2
10.0.72.1       10.0.13.1       255.255.255.255 UH    -      -      -   2
10.0.73.1       10.0.13.1       255.255.255.255 UH    -      -      -   2
10.0.74.1       10.0.13.1       255.255.255.255 UH    -      -      -   2
10.0.75.1       10.0.13.1       255.255.255.255 UH    -      -      -   2
10.0.76.2       10.0.13.1       255.255.255.255 UH    -      -      -   2
10.0.77.2       10.0.13.1       255.255.255.255 UH    -      -      -   2
10.0.78.2       10.0.13.1       255.255.255.255 UH    -      -      -   2
10.0.79.2       10.0.13.1       255.255.255.255 UH    -      -      -   2
10.0.80.2       10.0.13.1       255.255.255.255 UH    -      -      -   2
10.0.81.2       10.0.13.1       255.255.255.255 UH    -      -      -   2
10.0.82.2       10.0.13.1       255.255.255.255 UH    -      -      -   2
10.0.83.2       10.0.13.1       255.255.255.255 UH    -      -      -   2
10.0.84.2       10.0.13.1       255.255.255.255 UH    -      -      -   2
10.0.85.2       10.0.13.1       255.255.255.255 UH    -      -      -   2
10.0.106.2      10.0.14.2       255.255.255.255 UH    -      -      -   3
10.0.107.2      10.0.14.2       255.255.255.255 UH    -      -      -   3
10.0.108.2      10.0.14.2       255.255.255.255 UH    -      -      -   3
10.0.109.2      10.0.14.2       255.255.255.255 UH    -      -      -   3
10.0.110.2      10.0.14.2       255.255.255.255 UH    -      -      -   3
10.0.111.2      10.0.14.2       255.255.255.255 UH    -      -      -   3
10.0.112.2      10.0.14.2       255.255.255.255 UH    -      -      -   3
10.0.113.2      10.0.14.2       255.255.255.255 UH    -      -      -   3
10.0.114.2      10.0.14.2       255.255.255.255 UH    -      -      -   3
10.0.115.2      10.0.14.2       255.255.255.255 UH    -      -      -   3
10.0.0.1        10.0.12.1       255.255.255.255 UH    -      -      -   1
10.0.0.1        10.0.13.1       255.255.255.255 UH    -      -      -   2
10.0.1.1        10.0.12.1       255.255.255.255 UH    -      -      -   1
10.0.1.1        10.0.13.1       255.255.255.255 UH    -      -      -   2
10.0.2.1        10.0.12.1       255.255.255.255 UH    -      -      -   1
10.0.2.1        10.0.13.1       255.255.255.255 UH    -      -      -   2
10.0.16.1       10.0.12.1       255.255.255.255 UH    -      -      -   1
10.0.16.1       10.0.13.1       255.255.255.255 UH    -      -      -   2
10.0.17.1       10.0.12.1       255.255.255.255 UH    -      -      -   1
10.0.17.1       10.0.13.1       255.255.255.255 UH    -      -      -   2
10.0.18.1       10.0.12.1       255.255.255.255 UH    -      -      -   1
10.0.18.1       10.0.13.1       255.255.255.255 UH    -      -      -   2
10.0.19.1       10.0.12.1       255.255.255.255 UH    -      -      -   1
10.0.19.1       10.0.13.1       255.255.255.255 UH    -      -      -   2
10.0.20.1       10.0.12.1       255.255.255.255 UH    -      -      -   1
10.0.20.1       10.0.13.1       255.255.255.255 UH    -      -      -   2
10.0.21.1       10.0.12.1       255.255.255.255 UH    -      -      -   1
10.0.21.1       10.0.13.1       255.255.255.255 UH    -      -      -   2
10.0.22.1       10.0.12.1       255.255.255.255 UH    -      -      -   1
10.0.22.1       10.0.13.1       255.255.255.255 UH    -      -      -   2
10.0.23.1       10.0.12.1       255.255.255.255 UH    -      -      -   1
10.0.23.1       10.0.13.1       255.255.255.255 UH    -      -      -   2
10.0.24.1       10.0.12.1       255.255.255.255 UH    -      -      -   1
10.0.24.1       10.0.13.1       255.255.255.255 UH    -      -      -   2
10.0.25.1       10.0.12.1       255.255.255.255 UH    -      -      -   1
10.0.25.1       10.0.13.1       255.255.255.255 UH    -      -      -   2
10.0.4.2        10.0.12.1       255.255.255.255 UH    -      -      -   1
10.0.4.2        10.0.13.1       255.255.255.255 UH    -      -      -   2
10.0.6.1        10.0.12.1       255.255.255.255 UH    -      -      -   1
10.0.6.1        10.0.13.1       255.255.255.255 UH    -      -      -   2
10.0.8.2        10.0.12.1       255.255.255.255 UH    -      -      -   1
10.0.8.2        10.0.13.1       255.255.255.255 UH    -      -      -   2
10.0.56.1       10.0.12.1       255.255.255.255 UH    -      -      -   1
10.0.56.1       10.0.13.1       255.255.255.255 UH    -      -      -   2
10.0.57.1       10.0.12.1       255.255.255.255 UH    -      -      -   1
10.0.57.1       10.0.13.1       255.255.255.255 UH    -      -      -   2
10.0.58.1       10.0.12.1       255.255.255.255 UH    -      -      -   1
10.0.58.1       10.0.13.1       255.255.255.255 UH    -      -      -   2
10.0.59.1       10.0.12.1       255.255.255.255 UH    -      -      -   1
10.0.59.1       10.0.13.1       255.255.255.255 UH    -      -      -   2
10.0.60.1       10.0.12.1       255.255.255.255 UH    -      -      -   1
10.0.60.1       10.0.13.1       255.255.255.255 UH    -      -      -   2
10.0.61.1       10.0.12.1       255.255.255.255 UH    -      -      -   1
10.0.61.1       10.0.13.1       255.255.255.255 UH    -      -      -   2
10.0.62.1       10.0.12.1       255.255.255.255 UH    -      -      -   1
10.0.62.1       10.0.13.1       255.255.255.255 UH    -      -      -   2
10.0.63.1       10.0.12.1       255.255.255.255 UH    -      -      -   1
10.0.63.1       10.0.13.1       255.255.255.255 UH    -      -      -   2
10.0.64.1       10.0.12.1       255.255.255.255 UH    -      -      -   1
10.0.64.1       10.0.13.1       255.255.255.255 UH    -      -      -   2
10.0.65.1       10.0.12.1       255.255.255.255 UH    -      -      -   1
10.0.65.1       10.0.13.1       255.255.255.255 UH    -      -      -   2
10.0.46.2       10.0.12.1       255.255.255.255 UH    -      -      -   1
10.0.46.2       10.0.13.1       255.255.255.255 UH    -      -      -   2
10.0.47.2       10.0.12.1       255.255.255.255 UH    -      -      -   1
10.0.47.2       10.0.13.1       255.255.255.255 UH    -      -      -   2
10.0.48.2       10.0.12.1       255.255.255.255 UH    -      -      -   1
10.0.48.2       10.0.13.1       255.255.255.255 UH    -      -      -   2
10.0.49.2       10.0.12.1       255.255.255.255 UH    -      -      -   1
10.0.49.2       10.0.13.1       255.255.255.255 UH    -      -      -   2
10.0.50.2       10.0.12.1       255.255.255.255 UH    -      -      -   1
10.0.50.2       10.0.13.1       255.255.255.255 UH    -      -      -   2
10.0.51.2       10.0.12.1       255.255.255.255 UH    -      -      -   1
10.0.51.2       10.0.13.1       255.255.255.255 UH    -      -      -   2
10.0.52.2       10.0.12.1       255.255.255.255 UH    -      -      -   1
10.0.52.2       10.0.13.1       255.255.255.255 UH    -      -      -   2
10.0.53.2       10.0.12.1       255.255.255.255 UH    -      -      -   1
10.0.53.2       10.0.13.1       255.255.255.255 UH    -      -      -   2
10.0.54.2       10.0.12.1       255.255.255.255 UH    -      -      -   1
10.0.54.2       10.0.13.1       255.255.255.255 UH    -      -      -   2
10.0.55.2       10.0.12.1       255.255.255.255 UH    -      -      -   1
10.0.55.2       10.0.13.1       255.255.255.255 UH    -      -      -   2
10.0.0.2        10.0.13.1       255.255.255.255 UH    -      -      -   2
10.0.3.1        10.0.13.1       255.255.255.255 UH    -      -      -   2
10.0.5.1        10.0.13.1       255.255.255.255 UH    -      -      -   2
10.0.26.1       10.0.13.1       255.255.255.255 UH    -      -      -   2
10.0.27.1       10.0.13.1       255.255.255.255 UH    -      -      -   2
10.0.28.1       10.0.13.1       255.255.255.255 UH    -      -      -   2
10.0.29.1       10.0.13.1       255.255.255.255 UH    -      -      -   2
10.0.30.1       10.0.13.1       255.255.255.255 UH    -      -      -   2
10.0.31.1       10.0.13.1       255.255.255.255 UH    -      -      -   2
10.0.32.1       10.0.13.1       255.255.255.255 UH    -      -      -   2
10.0.33.1       10.0.13.1       255.255.255.255 UH    -      -      -   2
10.0.34.1       10.0.13.1       255.255.255.255 UH    -      -      -   2
10.0.35.1       10.0.13.1       255.255.255.255 UH    -      -      -   2
10.0.66.2       10.0.13.1       255.255.255.255 UH    -      -      -   2
10.0.67.2       10.0.13.1       255.255.255.255 UH    -      -      -   2
10.0.68.2       10.0.13.1       255.255.255.255 UH    -      -      -   2
10.0.69.2       10.0.13.1       255.255.255.255 UH    -      -      -   2
10.0.70.2       10.0.13.1       255.255.255.255 UH    -      -      -   2
10.0.71.2       10.0.13.1       255.255.255.255 UH    -      -      -   2
10.0.72.2       10.0.13.1       255.255.255.255 UH    -      -      -   2
10.0.73.2       10.0.13.1       255.255.255.255 UH    -      -      -   2
10.0.74.2       10.0.13.1       255.255.255.255 UH    -      -      -   2
10.0.75.2       10.0.13.1       255.255.255.255 UH    -      -      -   2
10.0.1.2        10.0.12.1       255.255.255.255 UH    -      -      -   1
10.0.1.2        10.0.13.1       255.255.255.255 UH    -      -      -   2
10.0.3.2        10.0.12.1       255.255.255.255 UH    -      -      -   1
10.0.3.2        10.0.13.1       255.255.255.255 UH    -      -      -   2
10.0.4.1        10.0.12.1       255.255.255.255 UH    -      -      -   1
10.0.4.1        10.0.13.1       255.255.255.255 UH    -      -      -   2
10.0.36.1       10.0.12.1       255.255.255.255 UH    -      -      -   1
10.0.36.1       10.0.13.1       255.255.255.255 UH    -      -      -   2
10.0.37.1       10.0.12.1       255.255.255.255 UH    -      -      -   1
10.0.37.1       10.0.13.1       255.255.255.255 UH    -      -      -   2
10.0.38.1       10.0.12.1       255.255.255.255 UH    -      -      -   1
10.0.38.1       10.0.13.1       255.255.255.255 UH    -      -      -   2
10.0.39.1       10.0.12.1       255.255.255.255 UH    -      -      -   1
10.0.39.1       10.0.13.1       255.255.255.255 UH    -      -      -   2
10.0.40.1       10.0.12.1       255.255.255.255 UH    -      -      -   1
10.0.40.1       10.0.13.1       255.255.255.255 UH    -      -      -   2
10.0.41.1       10.0.12.1       255.255.255.255 UH    -      -      -   1
10.0.41.1       10.0.13.1       255.255.255.255 UH    -      -      -   2
10.0.42.1       10.0.12.1       255.255.255.255 UH    -      -      -   1
10.0.42.1       10.0.13.1       255.255.255.255 UH    -      -      -   2
10.0.43.1       10.0.12.1       255.255.255.255 UH    -      -      -   1
10.0.43.1       10.0.13.1       255.255.255.255 UH    -      -      -   2
10.0.44.1       10.0.12.1       255.255.255.255 UH    -      -      -   1
10.0.44.1       10.0.13.1       255.255.255.255 UH    -      -      -   2
10.0.45.1       10.0.12.1       255.255.255.255 UH    -      -      -   1
10.0.45.1       10.0.13.1       255.255.255.255 UH    -      -      -   2
10.0.16.2       10.0.12.1       255.255.255.255 UH    -      -      -   1
10.0.16.2       10.0.13.1       255.255.255.255 UH    -      -      -   2
10.0.17.2       10.0.12.1       255.255.255.255 UH    -      -      -   1
10.0.17.2       10.0.13.1       255.255.255.255 UH    -      -      -   2
10.0.18.2       10.0.12.1       255.255.255.255 UH    -      -      -   1
10.0.18.2       10.0.13.1       255.255.255.255 UH    -      -      -   2
10.0.19.2       10.0.12.1       255.255.255.255 UH    -      -      -   1
10.0.19.2       10.0.13.1       255.255.255.255 UH    -      -      -   2
10.0.20.2       10.0.12.1       255.255.255.255 UH    -      -      -   1
10.0.20.2       10.0.13.1       255.255.255.255 UH    -      -      -   2
10.0.21.2       10.0.12.1       255.255.255.255 UH    -      -      -   1
10.0.21.2       10.0.13.1       255.255.255.255 UH    -      -      -   2
10.0.22.2       10.0.12.1       255.255.255.255 UH    -      -      -   1
10.0.22.2       10.0.13.1       255.255.255.255 UH    -      -      -   2
10.0.23.2       10.0.12.1       255.255.255.255 UH    -      -      -   1
10.0.23.2       10.0.13.1       255.255.255.255 UH    -      -      -   2
10.0.24.2       10.0.12.1       255.255.255.255 UH    -      -      -   1
10.0.24.2       10.0.13.1       255.255.255.255 UH    -      -      -   2
10.0.25.2       10.0.12.1       255.255.255.255 UH    -      -      -   1
10.0.25.2       10.0.13.1       255.255.255.255 UH    -      -      -   2
10.0.56.2       10.0.12.1       255.255.255.255 UH    -      -      -   1
10.0.56.2       10.0.13.1       255.255.255.255 UH    -      -      -   2
10.0.57.2       10.0.12.1       255.255.255.255 UH    -      -      -   1
10.0.57.2       10.0.13.1       255.255.255.255 UH    -      -      -   2
10.0.58.2       10.0.12.1       255.255.255.255 UH    -      -      -   1
10.0.58.2       10.0.13.1       255.255.255.255 UH    -      -      -   2
10.0.59.2       10.0.12.1       255.255.255.255 UH    -      -      -   1
10.0.59.2       10.0.13.1       255.255.255.255 UH    -      -      -   2
10.0.60.2       10.0.12.1       255.255.255.255 UH    -      -      -   1
10.0.60.2       10.0.13.1       255.255.255.255 UH    -      -      -   2
10.0.61.2       10.0.12.1       255.255.255.255 UH    -      -      -   1
10.0.61.2       10.0.13.1       255.255.255.255 UH    -      -      -   2
10.0.62.2       10.0.12.1       255.255.255.255 UH    -      -      -   1
10.0.62.2       10.0.13.1       255.255.255.255 UH    -      -      -   2
10.0.63.2       10.0.12.1       255.255.255.255 UH    -      -      -   1
10.0.63.2       10.0.13.1       255.255.255.255 UH    -      -      -   2
10.0.64.2       10.0.12.1       255.255.255.255 UH    -      -      -   1
10.0.64.2       10.0.13.1       255.255.255.255 UH    -      -      -   2
10.0.65.2       10.0.12.1       255.255.255.255 UH    -      -      -   1
10.0.65.2       10.0.13.1       255.255.255.255 UH    -      -      -   2
10.0.26.2       10.0.13.1       255.255.255.255 UH    -      -      -   2
10.0.27.2       10.0.13.1       255.255.255.255 UH    -      -      -   2
10.0.28.2       10.0.13.1       255.255.255.255 UH    -      -      -   2
10.0.29.2       10.0.13.1       255.255.255.255 UH    -      -      -   2
10.0.30.2       10.0.13.1       255.255.255.255 UH    -      -      -   2
10.0.31.2       10.0.13.1       255.255.255.255 UH    -      -      -   2
10.0.32.2       10.0.13.1       255.255.255.255 UH    -      -      -   2
10.0.33.2       10.0.13.1       255.255.255.255 UH    -      -      -   2
10.0.34.2       10.0.13.1       255.255.255.255 UH    -      -      -   2
10.0.35.2       10.0.13.1       255.255.255.255 UH    -      -      -   2
10.0.36.2       10.0.12.1       255.255.255.255 UH    -      -      -   1
